SKU#;Part#;Manufacturer name;MFG Part#;UPC;Weight(lb.);Avail;MSRP;M.A.P;Normal;Promotion;Short Description;Long Description;
9188588;MST-ZJQ-00001;MICROSOFT CORP;ZJQ-00001;196388266166        ;4.75;3683;$1,499.99;;$1,373.14;$1,268.14;MST Surface Laptop 6 13inI5/16/256 Black;Microsoft Surface Laptop 6 13in Ultra5/16/256 CM SC English Black US/Canada 1 License;
9188589;MST-ZDW-00001;MICROSOFT CORP;ZDW-00001;196388257546        ;3.25;2750;$1,799.99;;$1,610.74;$1,484.74;Pro 10 I7/16/512 Platinum;Microsoft Surface Pro 10 Ultra7/16/512 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
9188580;MST-ZJV-00001;MICROSOFT CORP;ZJV-00001;196388272358        ;4.7;2167;$1,699.99;;$1,521.26;$1,402.26;MST Surface Laptop 6 13inI7/16/256 Black;Microsoft Surface Laptop 6 13in Ultra7/16/256 CM SC English Black US/Canada 1 License;
9188576;MST-ZJT-00001;MICROSOFT CORP;ZJT-00001;196388271153        ;4.7;2;$1,999.99;;$1,830.86;$1,690.86;MST Surface Laptop 6 13inI5/32/512 Black;Microsoft Surface Laptop 6 13in Ultra5/32/512 CM SC English Black US/Canada 1 License;
9188578;MST-ZDU-00001;MICROSOFT CORP;ZDU-00001;196388256358        ;3.28;27;$1,599.99;;$1,464.69;$1,352.69;Pro 10 I5/16/512 Platinum;Microsoft Surface Pro 10 Ultra5/16/512 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
5402145;MST-6VC-03803;MICROSOFT RETAIL;6VC-03803;889842422085        ;0.1;2;$199.00;;$170.92;$170.92;WIN RMT SVCS CAL 2019 MLP USER CAL;Microsoft Win Rmt Dsktp Svcs CAL 2019 English Microsoft License Pack 1 License User CAL User CAL;
9188607;MST-ZDT-00001;MICROSOFT CORP;ZDT-00001;196388256143        ;3.2;1132;$1,499.99;;$1,373.14;$1,268.14;Pro 10 I5/16/256 Platinum;Microsoft Surface Pro 10 U5/16/256 Commercial Platinum Windows11 Pro 13in Touch Display;
14565546;MST-EP2-20885-5YR-ADP-SCR;MICROSOFT CORP;EP2-20885-5YR-ADP-SCR;null;2.369;2100649;$3,620.55;;$2,495.55;$2,495.55;Pro 11 Ultra7/32GB/512SSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/512SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565544;MST-EP2-20885-3YR-ADP-SCR;MICROSOFT CORP;EP2-20885-3YR-ADP-SCR;null;2.369;2100649;$2,922.29;;$2,272.65;$2,272.65;Pro 11 Ultra7/32GB/512SSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/512SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
9188602;MST-ZLG-00001;MICROSOFT CORP;ZLG-00001;196388269204        ;5.6;1;$1,699.99;;$1,556.23;$1,437.23;MST Surface Laptop 6 15inI5/16/256 Black;Microsoft Surface Laptop 6 15in Ultra5/16/256 CM SC English Black US/Canada 1 License;
14565545;MST-EP2-20885-4YR-ADP-SCR;MICROSOFT CORP;EP2-20885-4YR-ADP-SCR;null;2.369;2100649;$3,316.61;;$2,362.45;$2,362.45;Pro 11 Ultra7/32GB/512SSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/512SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
8890608;MST-I5A-00001;MICROSOFT CORP;I5A-00001;889842827422        ;1.98;5;$62.99;;$55.54;$55.54;Srfc Pro7+ Kickstand CRU WW Commercial Platinum Refurb;Srfc Pro7+ Kickstand CRU WW Commercial Platinum Refurb;
14565542;MST-EP2-20885-4YR-SCR;MICROSOFT CORP;EP2-20885-4YR-SCR;null;2.369;2100640;$3,216.61;;$2,259.59;$2,259.59;Pro 11 Ultra7/32GB/512SSD TAA 4YR SCR bundle;Surface Pro 11 Ultra7/32GB/512SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14565543;MST-EP2-20885-5YR-SCR;MICROSOFT CORP;EP2-20885-5YR-SCR;null;2.369;2100640;$3,520.55;;$2,392.69;$2,392.69;Pro 11 Ultra7/32GB/512SSD TAA 5YR SCR bundle;Surface Pro 11 Ultra7/32GB/512SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14565541;MST-EP2-20885-3YR-SCR;MICROSOFT CORP;EP2-20885-3YR-SCR;null;2.369;2100640;$2,872.29;;$2,221.22;$2,221.22;Pro 11 Ultra7/32GB/512SSD TAA 3YR SCR bundle;Surface Pro 11 Ultra7/32GB/512SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
7679733;MST-XJD-00001;MICROSOFT CORP;XJD-00001;196388153374        ;3.95;1622;$869.99;;$815.15;$684.65;MST Surface Laptop Go3 i5/8/128CM W11 no;Microsoft Surface Laptop Go 3 Commercial - Intel Core i5 1235U 2.4GHz 10-Core 4.4GHz - 12.4Inch 10-Point Multi-Touch 1536 x 1024 - LPDDR4X 8GB - 128GB SSD - Intel Iris Xe - Power Supply 39Watt - Camera - IEEE 802.11 ax, Bluetooth 5.1 - Platinum - English;
9646614;MST-ZGZ-00001;MICROSOFT CORP;ZGZ-00001;196388278213        ;4.4;49;$1,499.99;;$1,298.59;$1,223.59;MST Surface Laptop 7 13in Elite/16/512Platinum (Qualcomm/Snapdragon);Microsoft Surface Laptop 7 13in Elite/16/512 Win11 English US/Canada Comm Platinum;
4980928;MST-EYV-00001;MICROSOFT CORP;EYV-00001;889842203424        ;0.2;357;$99.99;;$72.60;$72.60;Surface Pen V4 CHARCOAL;Microsoft Surface Pen Comm M1776 SC English,Canadian French,Spanish CHARCOAL Commercial 1 yr mgf warty;
6756075;MST-RL1-00001;MICROSOFT CORP;RL1-00001;196388050611        ;5.35;1;$2,499.99;;$2,237.15;$2,237.15;MST Surface Laptop 5 15 INCH i7/32/1TB Win11 Black;Microsoft Surface Laptop 5 i7/32/1T English Commercial Black (Metal) Windows11 Pro 15in Touch Display;
14748780;MST-EP2-33447;MICROSOFT CORP;EP2-33447;196388548385        ;4.306;2;$1,099.99;;$1,029.60;$974.60;Laptop 13in Snapdragon Plus 16/512 Platinum;Laptop 13in Snapdragon Plus 16/512 Platinum;
9646621;MST-ZRA-00001;MICROSOFT CORP;ZRA-00001;196388335787        ;1.1;52;$399.99;;$290.43;$290.43;MST Surface Pro Flex Keyboard Black;Microsoft Surface Pro Flex Keyboard English US/Canada Comm Black;
7679738;MST-YZZ-00001;MICROSOFT CORP;YZZ-00001;196388190072        ;7;2;$2,949.99;;$2,639.89;$2,492.39;MST Surface Laptop Studio 2 i7/16/512/4050CM W11 Platinum;Microsoft Surface Laptop Studio 2 Commercial - Intel Core i7 13800H 14-Core 5.2GHz - 14.4Inch 10-Point Multi-Touch 2400 x 1600 - LPDDR5X 16GB - 512GB SSD - NVDIA GeForce RTX 4050 - Power Supply 102Watt - Camera -Wi-Fi, Bluetooth 5.3 - Platinum - English - Microsoft Windows 11 Professional;
9353756;MST-Y5H-00001;MICROSOFT CORP;Y5H-00001;196388265428        ;3.5;18;$2,049.99;;$1,836.33;$1,733.83;TAA Pro 10 I7/32/256 Platinum GOVT;Microsoft Surface Pro 10 Ultra7/32/256 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Gov;
9353772;MST-XHM-00001;MICROSOFT CORP;XHM-00001;196388265473        ;3.27;1;$1,749.99;;$1,567.60;$1,480.10;TAA Pro 10 I7/16/256 Platinum GOVT;Microsoft Surface Pro 10 Ultra7/16/256 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Gov;
9353773;MST-Y8A-00001;MICROSOFT CORP;Y8A-00001;196388265510        ;3.3;68;$2,849.99;;$2,552.95;$2,410.45;TAA  Pro 10 I7/64/1TB Platinum GOVT;Microsoft Surface Pro 10 Ultra7/64/1TB CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Gov;
14565496;MST-EP2-20882-4YR-ADP-SCR;MICROSOFT CORP;EP2-20882-4YR-ADP-SCR;null;2.369;2100734;$3,016.61;;$2,150.93;$2,150.93;Pro 11 Ultra5/32GB/512SSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra5/32GB/512SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
14565497;MST-EP2-20882-5YR-ADP-SCR;MICROSOFT CORP;EP2-20882-5YR-ADP-SCR;null;2.369;2100734;$3,320.55;;$2,284.03;$2,284.03;Pro 11 Ultra5/32GB/512SSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra5/32GB/512SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565494;MST-EP2-20882-5YR-SCR;MICROSOFT CORP;EP2-20882-5YR-SCR;null;2.369;2100725;$3,220.55;;$2,181.17;$2,181.17;Pro 11 Ultra5/32GB/512SSD TAA 5YR SCR bundle;Surface Pro 11 Ultra5/32GB/512SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14565495;MST-EP2-20882-3YR-ADP-SCR;MICROSOFT CORP;EP2-20882-3YR-ADP-SCR;null;2.369;2100734;$2,622.29;;$2,061.14;$2,061.14;Pro 11 Ultra5/32GB/512SSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra5/32GB/512SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14565492;MST-EP2-20882-3YR-SCR;MICROSOFT CORP;EP2-20882-3YR-SCR;null;2.369;2100725;$2,572.29;;$2,009.71;$2,009.71;Pro 11 Ultra5/32GB/512SSD TAA 3YR SCR bundle;Surface Pro 11 Ultra5/32GB/512SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
14565493;MST-EP2-20882-4YR-SCR;MICROSOFT CORP;EP2-20882-4YR-SCR;null;2.369;2100725;$2,916.61;;$2,048.07;$2,048.07;Pro 11 Ultra5/32GB/512SSD TAA 4YR SCR bundle;Surface Pro 11 Ultra5/32GB/512SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
8890920;MST-Z6F-00001;MICROSOFT CORP;Z6F-00001;196388200528        ;3;8;$27.99;;$24.69;$24.69;SrfLS2 Feet FRU SC WW;MICROSOFT SURFACE PROJECT AN FEET FRU SC WORLDWIDE 1 LICENSE REFURBISHED FIELD REPLACEMENT UNIT;
14565484;MST-EP2-20881-5YR-ADP-SCR;MICROSOFT CORP;EP2-20881-5YR-ADP-SCR;null;2.369;2100730;$3,120.55;;$2,110.76;$2,110.76;Pro 11 Ultra5/32GB/256SSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra5/32GB/256SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
9646625;MST-ZIN-00019;MICROSOFT CORP;ZIN-00019;196388292035        ;4;100;$1,599.99;;$1,382.40;$1,302.40;Pro 11 Elite/16/512 Black (Qualcomm/Snapdragon);Microsoft Surface Pro 11 Elite/16/512 US/Canada Comm Black;
14565482;MST-EP2-20881-3YR-ADP-SCR;MICROSOFT CORP;EP2-20881-3YR-ADP-SCR;null;2.369;2100730;$2,422.29;;$1,887.86;$1,887.86;Pro 11 Ultra5/32GB/256SSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra5/32GB/256SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
9353786;MST-Y7N-00001;MICROSOFT CORP;Y7N-00001;196388265503        ;3.25;43;$2,449.99;;$2,194.64;$2,072.14;TAA Pro 10 I7/32/1TB Platinum GOVT;Microsoft Surface Pro 10 Ultra7/32/1TB CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Gov;
14565483;MST-EP2-20881-4YR-ADP-SCR;MICROSOFT CORP;EP2-20881-4YR-ADP-SCR;null;2.369;2100730;$2,816.61;;$1,977.66;$1,977.66;Pro 11 Ultra5/32GB/256SSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra5/32GB/256SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
14565480;MST-EP2-20881-4YR-SCR;MICROSOFT CORP;EP2-20881-4YR-SCR;null;2.369;2100725;$2,716.61;;$1,874.80;$1,874.80;Pro 11 Ultra5/32GB/256SSD TAA 4YR SCR bundle;Surface Pro 11 Ultra5/32GB/256SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
9353784;MST-X86-00001;MICROSOFT CORP;X86-00001;196388265466        ;3.3;35;$1,649.99;;$1,512.00;$1,429.50;TAA  Pro 10 I5/16/512 Platinum GOVT;Microsoft Surface Pro 10 Ultra5/16/512 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Gov;
14565481;MST-EP2-20881-5YR-SCR;MICROSOFT CORP;EP2-20881-5YR-SCR;null;2.369;2100725;$3,020.55;;$2,007.90;$2,007.90;Pro 11 Ultra5/32GB/256SSD TAA 5YR SCR bundle;Surface Pro 11 Ultra5/32GB/256SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14565479;MST-EP2-20881-3YR-SCR;MICROSOFT CORP;EP2-20881-3YR-SCR;null;2.369;2100725;$2,372.29;;$1,836.43;$1,836.43;Pro 11 Ultra5/32GB/256SSD TAA 3YR SCR bundle;Surface Pro 11 Ultra5/32GB/256SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
4903055;MST-FHD-00001;MICROSOFT CORP;FHD-00001;889842185362        ;0.45;264;$89.99;;$79.34;$79.34;SURFACE ARC TOUCH MOUSE LIGHT GREY COLOR;Surface Arc Touch Mouse Light Grey Color;
14565398;MST-EP2-20878-5YR-ADP-SCR;MICROSOFT CORP;EP2-20878-5YR-ADP-SCR;null;2.369;2100734;$3,420.55;;$2,326.40;$2,326.40;Pro 11 Ultra7/32GB/256SSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/256SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565396;MST-EP2-20878-3YR-ADP-SCR;MICROSOFT CORP;EP2-20878-3YR-ADP-SCR;null;2.369;2100734;$2,722.29;;$2,103.50;$2,103.50;Pro 11 Ultra7/32GB/256SSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/256SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14565397;MST-EP2-20878-4YR-ADP-SCR;MICROSOFT CORP;EP2-20878-4YR-ADP-SCR;null;2.369;2100734;$3,116.61;;$2,193.30;$2,193.30;Pro 11 Ultra7/32GB/256SSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/256SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
14565394;MST-EP2-20878-4YR-SCR;MICROSOFT CORP;EP2-20878-4YR-SCR;null;2.369;2100725;$3,016.61;;$2,090.44;$2,090.44;Pro 11 Ultra7/32GB/256SSD TAA 4YR SCR bundle;Surface Pro 11 Ultra7/32GB/256SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14565395;MST-EP2-20878-5YR-SCR;MICROSOFT CORP;EP2-20878-5YR-SCR;null;2.369;2100725;$3,320.55;;$2,223.54;$2,223.54;Pro 11 Ultra7/32GB/256SSD TAA 5YR SCR bundle;Surface Pro 11 Ultra7/32GB/256SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14565393;MST-EP2-20878-3YR-SCR;MICROSOFT CORP;EP2-20878-3YR-SCR;null;2.369;2100725;$2,672.29;;$2,052.07;$2,052.07;Pro 11 Ultra7/32GB/256SSD TAA 3YR SCR bundle;Surface Pro 11 Ultra7/32GB/256SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9778755;MST-EP2-06820;MICROSOFT RETAIL;EP2-06820;196388411979        ;0.1;27;$149.99;;$132.11;$132.11;Office Home and Student 2024 FPP (CODE IN A BOX);Office Home and Student 2024 FPP (CODE IN A BOX);
4903056;MST-FHD-00016;MICROSOFT CORP;FHD-00016;889842185683        ;0.4;86;$89.99;;$79.34;$79.34;SURFACE ARC TOUCH MOUSE BLACK COLOR;Microsoft Surface Arc Mouse Wireless Bluetooth Commercial Black;
14343130;SNO-IYH-00005;MICROSOFT CORPORATION;IYH-00005;196388332441        ;3.3;177;$1,449.00;;$1,394.72;$989.00;CPO SURFACE PRO 11  X-ELITE/16/1.0TB BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 1.0TB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR BLACK;
14343131;SNO-IYH-00009;MICROSOFT CORPORATION;IYH-00009;196388332489        ;3.4;100;$1,449.00;;$1,394.72;$989.00;CPO SURFACE PRO 11  X-ELITE/16/1.0TB SAPPHIRE;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 1.0TB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR SAPPHIRE;
14343128;SNO-IY4-00013;MICROSOFT CORPORATION;IY4-00013;196388310715        ;3.3;142;$1,279.00;;$1,227.12;$869.00;CPO SURFACE PRO 11  X-ELITE/16/512 DUNE;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 512GB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR DUNE;
14343129;SNO-IYH-00001;MICROSOFT CORPORATION;IYH-00001;196388310319        ;3.35;121;$1,449.00;;$1,394.72;$989.00;CPO SURFACE PRO 11  X-ELITE/16/1.0TB PLATINUM;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 1.0TB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR PLATINUM;
14343132;SNO-IYH-00013;MICROSOFT CORPORATION;IYH-00013;196388332526        ;3.3;55;$1,449.00;;$1,394.72;$989.00;CPO SURFACE PRO 11  X-ELITE/16/1.0TB DUNE;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 1.0TB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR DUNE;
9353605;MST-L0M-00001;MICROSOFT CORP;L0M-00001;196388287734        ;5.65;1;$2,099.99;;$952.29;$952.29;TAA DEMO MST Surface Laptop 6 15inI7/16/512  Black;DEMO Microsoft DEMO Microsoft Laptop 6 15in Ultra7/16/512 English US/Canada 1 License TAA Demo Black;
14343126;SNO-IY4-00005;MICROSOFT CORPORATION;IY4-00005;196388310470        ;3.3;1050;$1,279.00;;$1,227.12;$869.00;CPO SURFACE PRO 11  X-ELITE/16/512 BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 512GB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR BLACK;
14343127;SNO-IY4-00009;MICROSOFT CORPORATION;IY4-00009;196388310593        ;3.3;763;$1,279.00;;$1,227.12;$869.00;CPO SURFACE PRO 11  X-ELITE/16/512 SAPPHIRE;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 512GB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0-OLED PIXELSENSE/TOUCH W11H 1.94LBS 1YR SAPPHIRE;
14343124;SNO-EP2-05070;MICROSOFT CORPORATION;EP2-05070;196388390373        ;3.3;1083;$1,189.00;;$1,131.92;$799.00;CPO SURFACE PRO 11  X-PLUS/16/1,0TB;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-PLUS/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 1,0TB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0 PIXELSENSE/TOUCH W11H 1.94LBS 1YR;
14498761;MST-EP2-23551;MICROSOFT CORP;EP2-23551;196388477593        ;5.875;24;$1,899.99;;$1,741.09;$1,646.09;TAA MST Surface Laptop 7 15in Intel CU5/16/512SC Win11 Black SCR;Microsoft TAA MST Surface Laptop 7 15in Intel CU5/16/512 CM SC English Win11 Black United States Government 1 License US Government TAA w/ SCR;
14213568;MST-EP2-17626-3YR-SCR;MICROSOFT CORP;EP2-17626-3YR-SCR;null;4.299;2100725;$2,572.29;;$1,967.49;$1,967.49;MST Surface Pro 10 5G Ultra7/16/256 Platinum TAA 3YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/16/256 Platinum TAA SCR bundle with 3YR ITG warranty and Smart Card Reader Integration;
14498757;MST-EP2-20884;MICROSOFT CORP;EP2-20884;196388452149        ;1.819;77;$2,549.99;;$2,284.22;$2,156.72;TAA Pro 11 13in Intel CU7/32/1TCMTAA SC  Platinum;Microsoft TAA Pro 11 13in Intel CU7/32/1T CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Government TAA;
14213569;MST-EP2-17626-4YR-SCR;MICROSOFT CORP;EP2-17626-4YR-SCR;null;4.299;2100725;$2,916.61;;$2,005.86;$2,005.86;MST Surface Pro 10 5G Ultra7/16/256 Platinum TAA 4YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/16/256 Platinum TAA SCR bundle with 4YR ITG warranty and Smart Card Reader Integration;
6370168;MSF-KW9-00633;MICROSOFT;KW9-00633;889842905274        ;0.1;13;;;$108.73;$108.73;Win 11 Home 64Bit English 1pk DSP OEI DVD;Win 11 Home 64Bit English 1pk DSP OEI DVD;
14213570;MST-EP2-17626-5YR-SCR;MICROSOFT CORP;EP2-17626-5YR-SCR;null;4.299;2100725;$3,220.55;;$2,138.96;$2,138.96;MST Surface Pro 10 5G Ultra7/16/256 Platinum TAA 5YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/16/256 Platinum TAA SCR bundle with 5YR ITG warranty and Smart Card Reader Integration;
14213571;MST-EP2-17626-3YR-ADP-SCR;MICROSOFT CORP;EP2-17626-3YR-ADP-SCR;null;4.299;2100734;$2,622.29;;$2,018.92;$2,018.92;MST Surface Pro 10 5G Ultra7/16/256 Platinum TAA 3YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/16/256 Platinum TAA SCR bundle with 3YR ADP ITG warranty and Smart Card Reader Integration;
6370170;MSF-FQC-10529;MICROSOFT;FQC-10529;889842905908        ;0.1;613;;;$138.98;$138.98;Win 11 Pro 64Bit English 1pk DSP OEI DVD;Win 11 Pro 64Bit English 1pk DSP OEI DVD;
14498758;MST-EP2-20901;MICROSOFT CORP;EP2-20901;196388452316        ;1.819;32;$1,849.99;;$1,657.18;$1,564.68;TAA Pro 11 13in Intel CU7/16/256 TAA SC  Platinum;Microsoft TAA Pro 11 13in Intel CU7/16/256 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Government TAA;
14213572;MST-EP2-17626-4YR-ADP-SCR;MICROSOFT CORP;EP2-17626-4YR-ADP-SCR;null;4.299;2100734;$3,016.61;;$2,108.72;$2,108.72;MST Surface Pro 10 5G Ultra7/16/256 Platinum TAA 4YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/16/256 Platinum TAA SCR bundle with 4YR ADP ITG warranty and Smart Card Reader Integration;
14213573;MST-EP2-17626-5YR-ADP-SCR;MICROSOFT CORP;EP2-17626-5YR-ADP-SCR;null;4.299;2100734;$3,320.55;;$2,241.82;$2,241.82;MST Surface Pro 10 5G Ultra7/16/256 Platinum TAA 5YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/16/256 Platinum TAA SCR bundle with 5YR ADP ITG warranty and Smart Card Reader Integration;
14563265;SNO-EP2-23865;MICROSOFT CORPORATION;EP2-23865;196388480449        ;3.5;56;$1,189.00;;$1,131.92;$799.00;CPO SURFACE PRO 11  X-PLUS/16/1,0TB SAPPHIRE;MANUFACTURER RENEWED MICROSOFT SURFACE PRO-11 RETAIL TABLET SNAPDRAGON X-PLUS/GPU QUALCOMM HEXAGON/NPU 16GB/ONBOARD 1,0TB/REMOVABLE SSD WI-FI+BT 2XWEBCAM QUALCOMM ADRENO/GPU  13.0 PIXELSENSE/TOUCH W11H 1.94LBS 1YR SAPPHIRE;
14343152;SNO-ZYV-00001;MICROSOFT CORPORATION;ZYV-00001;196388286683        ;5.4;55;$1,449.00;;$1,380.72;$975.00;CPO LAPTOP-7 X-ELITE/16/1,0TB/15IN BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1,0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 15.0IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR BLACK;
7871827;MST-VXN-00001;MICROSOFT CORP;VXN-00001;196388131242        ;3.3;8;$2,699.99;;$2,364.17;$2,364.17;MICROSOFT SURFACE HUB 3 PK CART;MICROSOFT SURFACE HUB 3 PK CART;
14343153;SNO-ZYV-00005;MICROSOFT CORPORATION;ZYV-00005;196388286928        ;5.45;45;$1,449.00;;$1,380.72;$975.00;CPO LAPTOP-7 X-ELITE/16/1,0TB/15IN PLATINUM;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1,0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 15.0IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR PLATINUM;
8890795;MST-WGP-00009;MICROSOFT CORP;WGP-00009;196388147090        ;3.2;1;$1,399.99;;$514.09;$514.09;SrfcPro9i7/32MBCRU Srfc Mthrbrd Nuvoton WW Hdwr Commercial Exchange CRU POD Bndl;Microsoft Surface Pro 9 Commercial - Intel Core i7 1265U 10-Core 4.8GHz - 13Inch 10-Point Multi-Touch 2880 x 1920 - LPDDR5 - Intel Iris Xe - Power Supply - 10.0 MP rear-facing - WiFiAX201 Wi-Fi, Bluetooth - HARDWARE;
9646524;MST-ZYU-00026;MICROSOFT CORP;ZYU-00026;196388282920        ;5.39;11;$1,799.99;;$1,558.31;$1,468.31;MST Surface Laptop 7 15in Elite/16/1TB Black (Qualcomm/Snapdragon);MST Surface Laptop 7 15in Elite/16/1TB Black (Qualcomm/Snapdragon);
